student_id,lecture_watch_pct,checklist_pct,attended_live_class,attended_group_discussion,qa_participation_pct,dropout,recommended_activities
S195_D1,40,48,0,1,18,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S427_D1,57,65,0,1,32,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S339_D0,89,91,0,1,75,0,Attend live classes to get real-time support and stay engaged.
S052_D0,81,78,1,1,76,0,"Good Job, You did Well in the Week. Keep the momentum"
S008_D1,37,33,0,0,32,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S017_D1,44,49,1,1,49,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S421_D1,52,35,0,1,8,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S282_D1,59,45,1,1,43,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S265_D0,82,93,1,1,87,0,"Good Job, You did Well in the Week. Keep the momentum"
S318_D1,32,57,0,1,18,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S211_D1,45,48,0,0,53,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S183_D1,60,23,1,1,46,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S333_D1,56,57,0,1,26,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S019_D1,70,43,0,1,42,1,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S448_D0,75,71,1,0,88,0,Join group discussions to improve collaboration and communication skills.
S019_D0,75,81,1,1,50,0,Participate more in Q&A to clarify doubts and boost retention.
S216_D1,64,34,0,0,32,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S484_D0,87,79,0,1,73,0,Attend live classes to get real-time support and stay engaged.
S069_D1,68,59,0,0,39,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S434_D0,92,65,1,1,71,0,Make sure to complete all checklist items to stay on track.
S368_D0,85,84,1,0,78,0,Join group discussions to improve collaboration and communication skills.
S084_D0,79,100,1,1,68,0,"Good Job, You did Well in the Week. Keep the momentum"
S062_D0,83,100,1,1,62,0,"Good Job, You did Well in the Week. Keep the momentum"
S139_D1,27,46,1,1,57,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S273_D0,96,87,1,1,78,0,"Good Job, You did Well in the Week. Keep the momentum"
S286_D0,70,92,1,1,93,0,"Good Job, You did Well in the Week. Keep the momentum"
S361_D0,90,82,1,1,50,0,Participate more in Q&A to clarify doubts and boost retention.
S355_D0,84,97,1,1,77,0,"Good Job, You did Well in the Week. Keep the momentum"
S457_D0,83,84,1,1,100,0,"Good Job, You did Well in the Week. Keep the momentum"
S279_D0,85,79,1,0,78,0,Join group discussions to improve collaboration and communication skills.
S013_D0,87,77,1,1,91,0,"Good Job, You did Well in the Week. Keep the momentum"
S183_D0,74,73,0,0,72,0,Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.
S369_D0,85,87,0,1,56,0,Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S382_D1,31,46,1,0,42,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S116_D1,52,39,1,0,5,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S224_D0,70,88,0,1,89,0,Attend live classes to get real-time support and stay engaged.
S073_D1,23,59,1,0,34,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S471_D1,52,34,0,0,39,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S154_D1,25,40,0,0,51,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S046_D1,48,33,1,0,37,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S083_D1,33,51,1,0,35,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S134_D1,30,60,1,1,28,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
